codigo_escola;NO_ENTIDADE;cidade;snippets
35431436;LICEU CONTEMPORANEO ENSINO MEDIO;Ribeirão Preto;CIE ESCOLA MUNICÍPIO — CAPELLA KIDS SISTEMA DE ENSINO EIRELI- ME. RIBEIRAO PRETO. 262985. CARLA ... COC RIBEIRÃO PRETO - REDE ÚNICA DE EDUCAÇÃO UNIDADE. 02. RIBEIRAO PRETO. 7840. | Roberta Duarte Coteiro — ... Ribeirão Preto da Universidade de São Paulo, USP, 2001. Doutora em Ciências ... LICEU CONTEMPORÂNEO, ENSINO MÉDIO. , Rua Paraíso 369, Vila Tibério ... | Ribeirão Preto 499 escolas — CAPELLA KIDS SISTEMA DE ENSINO EIRELI ME. HENRIQUE FRANCO, 145. ALTO DA BOA VISTA. 14025280 Ribeirão Preto - São Paulo. Rede privada / Urbana · CARACOL BABY ...
31007498;COLEGIO FRANCISCANO CORACAO DE MARIA;Belo Horizonte;Colégio Franciscano Coração de Maria — de Belo Horizonte é integral, preparando para a vida com propósito ... Sistema de Ensino. Join Colégio Franciscano Coração de Maria ... | Colégio Franciscano Coração De Maria - - Unidade ... — Desde 1967, o Colégio Franciscano Coração de Maria tem construído uma trajetória de educação marcada pela fé e pela ciência em Belo Horizonte, ... | Colégio Franciscano Coração De Maria - - Unidade ... — Garanta sua bolsa de estudos em Colégio Franciscano Coração De Maria - - Unidade Candelária, Belo Horizonte - MG ... Sistema de ensino. SM Educação. O ...
15172201;CENTRO EDUCACIONAL ESCREVA COM LTDA;Marabá;Enem 2025: conheça as 15 escolas com as maiores notas ... — Farina Sistema de Ensino - 668,93 - Cuiabá (Mato Grosso) ... Grupo Futuro Educacional Marabá - 708,63 - Marabá (Pará) - Particular - 33% ... | Enem 2025: conheça as 15 escolas com as maiores notas ... — Farina Sistema de Ensino - Cuiabá - Areão - Nota: 668.92. Inst ... Centro Educacional Escreva Com Ltda - Marabá - Nova Maraba - Nota: 658.69. | Ensino Médio na cidade de Marabá - PA — ... Marabá - PA · Centro Educacional Atenas. Escola Particular. Rua Magalhaes Barata, 26, Lote 02 A 05 Loteamento Novo Progresso, Marabá - PA · Sistema de Ensino ...
51016443;COLEGIO AVANCADO DE DESENVOLVIMENTO EDUCACIONAL;Sinop;"Enem 2025: conheça as 15 escolas com as maiores notas ... — Farina Sistema de Ensino - Cuiabá - Areão ... Colegio Avancado de Desenvolvimento Educacional - Sinop - Jardim Maringá - Nota: 657.93. | Junho — ... SINOP LTDA;; ;24/096.304-1;MAXIMO COMERCIO DE PECAS E ACESSORIOS AUTOMOTIVOS ... SISTEMA DE ENSINO EDUCACIONAL LTDA;; ;24/092.311-1;TK REPRESENTACOES ..."
31004171;COLEGIO NOSSA SENHORA DAS DORES;Belo Horizonte;Você acredita que certos valores deveriam ser ensinados ... — ... Belo Horizonte, em que tradição, inovação e ensino de alto nível ... Sabe o que torna o Colégio Nossa Senhora das Dores diferente de qualquer ... | CNSD ITABIRA-MG | ✨ Descobri recentemente o segredo que ... — ... Colégio Nossa Senhora das Dores é completo: do Infantil ao Ensino ... Programa bilíngue, robótica, socioemocional e ainda usam sistema de ensino ... | Escola - COLEGIO NOSSA SENHORA DAS DORES — Brasil / MG / Belo Horizonte / Entorno de Escola. CAMADAS. LIMPAR. Divisões ... SEJE SISTEMA DE ENSINO EIRELI R NOSSA SENHORA DE GUADALUPE - 510 - OURO ...
53020600;COL FLEMING AGUAS CLARAS;Brasília;"O Ensino Médio é uma etapa decisiva na formação ... — ... Brasília (UnB) é reflexo de uma trajetória construída com excelência ... Sistema de Ensino, em uma conversa sobre a importância da ... | Mais uma conquista para celebrar! Parabenizamos nossa ... — ... Brasília, por meio da nota do ENEM. Que esta nova etapa seja ... EM 2º LUGAR COL FLEMING AGUAS CLARAS (ATUAL ESCRITA ÚNICA) NO ... | Colégio Futura on Instagram: ""Uma redação pode ser o ... — TOP 9 DE BRASÍLIA EU ESTUDANTE Enem 1. Colégio Levorsse (antigo ... EM 2º LUGAR COL FLEMING AGUAS CLARAS (ATUAL ESCRITA ÚNICA) NO ..."
41030095;PREMIER C - EI EF M;Londrina;Material Didático | Sistema Mackenzie de Ensino — Nosso material didático busca promover uma aprendizagem significativa, apresentando os objetos do conhecimento de forma contextualizada e próxima à realidade do ... | VERSA Sistema de Ensino — Apresentamos o VERSA Sistema de Ensino, uma solução educacional inovadora e estratégica para os Anos Finais do Ensino Fundamental e Ensino ... | Busca de escolas, municípios e estados — Encontre de forma rápida e fácil, dados educacionais do Censo Escolar, da Prova Brasil e do Ideb para cada escola, município e estado brasileiro.
41063309;COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED;Ponta Grossa;Alunos Premiados de Escolas Privadas - 16ª OBMEP — COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED, P, PONTA GROSSA, PR, ---, Sim. EMILLY DOS SANTOS CAVALHEIRO, COLEGIO DO BOSQUE MANANCIAIS, P, CURITIBA, PR, --- ... | UNIDADE DA FEDERAÇÃO MUNICÍPIO ESCOLA ... — ... SISTEMA DE ENSINO EQUIPE. PRIVADA. 174. 173. 587,85. 655,31. 637,97. 597,23 ... PONTA GROSSA. COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED. | Apesar de novo piso, salário de professor continua baixo — PONTA GROSSA, Privada, COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED, 621,76, 623,25. 17º, LONDRINA, Privada, MAXI COL - EDUC INF ENS FUND E MED ...
33182108;COLEGIO E CURSO PRW;Petrópolis;"Colégio PRW — Paulo Roberto, professor de Química em Petrópolis e no Rio de Janeiro, percebia que um curso ... | Material didático próprio (3ª série e pré-vestibulares);. | Intensivão ENEM - PRW — + R$ 100,00 de Material Didático. Quero me inscrever. Garanta sua vaga agora ... © 2014 - 2022 Colégio e Curso PRW. Desenvolvido por Planung. Looking for ... | Busca de escolas, municípios e estados — BONSUCESSO SISTEMA DE ENSINO CESTEC. UNIAO E INDUSTRIA, 7046 - 2 PAVIMENTO ... COLEGIO E CURSO PRW. KOELLER, 187. CENTRO. 25685060 Petrópolis - Rio de ..."
43123988;COLEGIO RIACHUELO;Santa Maria;Quem somos — Instituição genuinamente de Santa Maria, figura entre as principais escolas do sul do país. ... O Colégio Riachuelo utiliza o material didático do Sistema Anglo ... | Colégio Riachuelo — Colégio Riachuelo. 12h· . . Orgulho que transborda ❤️ No JESMA 2025, o Colégio Riachuelo conquistou o 3º lugar geral em Santa Maria! Mais do que medalhas ... | A Educação Infantil do Colégio Riachuelo é o início de ... — 1º EM SANTA MARIA, 31º ... Centro de Educação Infantil Reencantar Sistema de Ensino Anglo O que você procura quando pensa na escola ideal?
35130217;ESCOLA CARANDA VIVA VIDA;São Paulo;Bianca Adami Romero — Cursou o Bacharelado e a Licenciatura em História na Universidade de São Paulo (USP), onde fez iniciação científica na área de História da Educação e Ensino ... | Pedro Sales - Historiador, coordenador pedagógico e ... — Pedro Sales. Historiador, coordenador pedagógico e autor de material didático. Colégio Santa Catarina MBA USP/Esalq. São Paulo, São Paulo, Brasil. 286 ... | LISTA DAS ESCOLAS CONVIDADAS DA TURMA 11 — São Paulo. Escola Alef Peretz. 35104711. 76776. Turma. 11. SP. São Paulo. ESCOLA CARANDA VIVA VIDA. 35130217. 92592. Turma. 11. SP. São Paulo. ESCOLA CONCEPT.
35463279;VITAL BRAZIL COLEGIO;São Paulo;Colegio Vital Brazil - Colegio Vital Brazil — Com material didático de excelência e ... Com material didático ... Rua Rocha, 98 - Bela Vista - São Paulo, SP. Cleantalk Pixel. Atendimento Via WhatsApp. | Depois do intervalo, o pátio nem sempre fica limpo. ... — PEQUENAS atitudes, GRANDES impactos no Colégio Vital Brazil Colégio VITA BRAZI ... São Paulo, uma imersão presencial desenvolvida para professores ... | A REVISTA DO VITAL BRAZIL — ... Vital Brazil. Colégio Vital Brazil: Av. Nossa Senhora da Assunção, 438, Vila Butantã,. São Paulo ... novo material didático de Inglês, adotado no iní- ... São Paulo ...
31006424;COLEGIO FRANCISCANO SAGRADA FAMILIA;Belo Horizonte;Fundamental I – Anos Iniciais — Aqui no Colégio Franciscano Sagrada Família as crianças do Ensino ... Sistema de Ensino. O Bernoulli é uma plataforma de ensino e aprendizagem completa ... | O Colégio Franciscano Sagrada Família se alegra em ... — ... material didático, os estudantes confeccionaram uma corrente de ... BELO HORIZONTE UM LUGAR ONDE VOCÊ PODE SENTIR UMA ATMOSFERA ... | Colégio Franciscano Sagrada Família cria salas de aulas ... — ... Colégio Franciscano Sagrada Família na cidade de Belo Horizonte, Colégio Franciscano Imaculada Conceição em Governador Valadares, Colégio ...
24089150;OVER COLEGIO E CURSO;Mossoró;Over fará Plantão de Matrículas dia 6 de março — Over Colégio e Curso ... Mossoró e João Pessoa. Professores irão até os ... Uma oportunidade para tirar dúvidas sobre aporte pedagógico, metodologia, monitoria, ... | e pode valer uma bolsa no Over. 🚀 Estão abertas as ... — ... Mossoró Inscreva-se no link da bio e venha transformar seu futuro ... Photo by Over Colégio e Curso on January 26, 2026. 28 likes. | Over Colégio e Curso - Valor Material Escolar — Over Colégio e Curso - Valor Material Escolar ... A escola pode te obrigar a comprar o material didático deles? ... Aguardo retorno para que possa comprar o ...
33120986;COOPERATIVA EDUCACIONAL ESCOLA FRIBOURG;Nova Friburgo;Escola Fribourg | Escola em Nova Friburgo on Instagram ... — ... Sistema de Ensino Poliedro ... Concurso Cultural Amigos da Água NOVA FRIBURGO PREFEITURA Olhar Ambiental EDUCAÇÃO Águas de Nova Friburgo ... | Ao longo dos seus 16 anos de Escola Fribourg, Esther ... — ... sistema de ensino ... Maximiliano Falck, 380 - Ypu, Nova Friburgo. escolafribourg's profile picture · escolafribourg. •. Follow · Nova Friburgo. | Julho é o Mês do Cooperativismo, e para celebrar essa data ... — Foi dessa união que nasceu a Cooperativa Educacional Escola Fribourg. ... Photo by Escola Fribourg | Escola em Nova Friburgo on March 13, 2026.
35112773;IMACULADA INSTITUTO EDUCACIONAL;Campinas;Conheça o Imaculada Campinas - Excelência no ensino do ... — Material didático: Bernoulli Sistema de Ensino (a partir do Infantil I) com Bilíngue – Dive. ... Campinas em novembro de 1947, para iniciar ... | nosso aluno do Imaculada Campinas, Francisco Carluccio ... — ... Sistema de Ensino 5 e 6 de setembro de 2026 IECJ - Bragança Paulista ... Instituto Educacional Imaculada Instituto Educacional Coração ... | Alunos Premiados de Escolas Privadas — RIO CLARO SISTEMA DE ENSINO, P, RIO CLARO, SP, Sim. ANDRE HENRIQUE ALMEIDA ... OBJETIVO COLEGIO DE CAMPINAS UNIDADE BARAO GERALDO, P, CAMPINAS, SP, Sim. LUARA ...
35004215;COESO EDUC;São José do Rio Preto;Programa Nacional Olimpíadas de Química ... — ... Sistema De Ensino Equipe Cristal. 8° ano. PARÁ. Belém. Gabriel Santiago Silva ... São José Do Rio Preto. Victoria Gabrielle Carvalho Franco. Vem Ser Colegio. | Obqjr 2021 classificados maior 12 — São José do Rio Preto. MARIANA GONÇALVES DE GODOY. COLÉGIO VILLA LOBOS ... Sistema de Ensino Equipe Canaã dos CarajásPARÁ. Canaã dos Carajás. WILLIAM DE ...
29171652;COLEGIO SANTO ANTONIO DE JESUS;Santo Antônio de Jesus;Marconi José Souza de Brito — PROFESSOR DA OLIMPÍADA NO COLÉGIO SANTO ANTÔNIO DE JESUS. 2013. (Olimpíada) ... (Desenvolvimento de material didático ou instrucional - CD ROM). | contrato de prestação de serviços educacionais - 2026 — A Contratada, Colégio Santo Antônio de Jesus, cuja mantenedora é a ASEM - Associação Socioeducativa ... edital, bem como a adquirir o material didático ... | PREMIAÇÃO QUIMENINAS 2025- SÉRIE 1° ANO — COLEGIO SANTO ANTONIO DE JESUS. BA. Santo Antônio de Jesus bronze. LARA BEATRIZ ... SISTEMA DE ENSINO AUTHENTICO. PA. Belém certificado CLARYSSA BARROS DE ...
35008727;ESCOLA NOVA LOURENCO CASTANHO;São Paulo;REGIMENTO ESCOLAR — Artigo 1º - A Escola Nova Lourenço Castanho tem sua sede administrativa na capital do Estado de São Paulo, à Rua Bueno Brandão, 283, Vila Nova. | Em um ano, nota média no Enem cai em 68% das escolas ... — São Paulo – unid. Tremembé. Col. Palmares. Col. Santa Maria. Esc. Técnica Liceu ... Escola Nova Lourenço Castanho unid. IV. Col. Saint John unidade II. Inst ... | @dommagri @dommagripsicanalista (Psicanalista Mestre em ... — ... São Paulo, de Salvador, Porto Alegre. Eu quero ... Escola Nova Lourenço Castanho, nós comentamos sobre isso. ... material didático que vai ser utilizado ...
35117614;SAGRADO REDE DE EDUCACAO PBSCJ PROVINCIA BRASILEIRA SAGRADO CORACAO DE JESUS;Marília;Colégio Sagrado Coração de Jesus - Marília/SP - Home — Há mais de 60 anos, o Sistema Anglo estimula a autonomia e empoderamento dos alunos. Hoje, promove o Ciclo de Melhoria da Aprendizagem para que eles desenvolvam ... | Solução Educacional para Escolas | Conquista — A Conquista é uma Solução Educacional que atende e acolhe as reais necessidades de cada escola. Desde os primeiros passos na Educação Infantil até os ... | Sucesso Sistema de Ensino — Institucional · Catálogo · Contato · Sucesso Digital · Sucesso Digital. ‹ › Veja os destaques. Nosso catálogo. Educação Infantil · Ensino Fundamental I ...
33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;Niterói;Alunos Premiados de Escolas Privadas — SEI - SISTEMA DE ENSINO INTERATIVO, P, RIO DE JANEIRO, RJ, Sim. MARIA LUIZA BERTIN ... COLEGIO NOSSA SENHORA DA ASSUNCAO, P, NITERÓI, RJ, Sim. JOAO PEDRO MACHADO ... | Grátis: Baixadas Litorâneas - BL - Material Claro e Objetivo ... — 33055882 OBRAS SOCIAIS E CULTURAIS FELICIANAS COLEGIO NOSSA SENHORA DA ASSUNCAO Niterói ... APOSTILA - ANEXO A PORTARIA BAIXADAS LITORÂNEAS ... | Ensino — ... Niterói. Alice Maciel Pinheiro da Cruz. 2º ano - Ensino Médio. 13. 12 LICEU ... SISTEMA DE ENSINO. 35159013 SP. Rio Claro. ANA CLARA ALVES DE OLIVEIRA. 3º ano ...
43105149;COLEGIO BOM JESUS SEVIGNE;Porto Alegre;Colégio Bom Jesus Un. Sévigné - Porto Alegre - RS — - Material Didático Próprio · - Proximidade com a ... - Material Didático Próprio ... O Colégio Bom Jesus Sévigné, localizado na região central de Porto Alegre ... | Blog Colégio Bom Jesus | Isso é Amorografia — Colégio Bom Jesus Sévigné - Porto Alegre. Rio Grande. Colégio Bom Jesus Joana ... - Material Didático Próprio · - Proximidade com a Família · - Preparação ... | Os alunos dos 1º períodos da Educação Infantil viveram ... — ... material didático do Bernoulli Sistema de Ensino ... material didático do Bernoulli Sistema de Ensino ... Colégio Bom Jesus Sévigné, em Porto Alegre (RS) ...
31166359;ASSEIJ - COLEGIO NOSSA SENHORA DAS DORES;Uberaba;RESULTADO DA XV OLIMPÍADA BRASILEIRA DE ... — SISTEMA DE ENSINO EQUIPE INTEGRADO EIRELI - EPP. PRATA. ANA BEATRIZ CASTANHO ... ASSEIJ COLEGIO NOSSA SENHORA DAS DORES. MENÇÃO HONROSA MARIA EDUARDA ... | ENEM 2013 POR ESCOLA — ... SISTEMA DE ENSINO EQUIPE. 628,66. 596,47. 652,65. 612,81. 652,72. 747,74 ... UBERABA. Privada. COLEGIO CENECISTA DR JOSE FERREIRA. 623,79. 588,10. | Apresentação do PowerPoint - Prefeitura de Belo Horizonte — alimentação, material didático e bolsas. (trabalho/permanência). 89.898. 1.199 ... Asseij- Colégio Nossa Senhora Das Dores. •. Assistencia E Promoção Social ...
31341550;COLEGUIUM - UNIDADE JARDIM CANADA;Nova Lima;"Colegium Jardim Canadá: Demora Excessiva e Descaso na ... — Total desrespeito da equipe do COLEGUIUM unidade JARDIM CANADÁ em Nova Lima - MG. ... Retenção de material didático e constrangimento de aluna. 28/04/2026 ... | Alunos Premiados de Escolas Privadas - 16ª OBMEP — SISTEMA DE ENSINO FOCO, P, MONTES CLAROS, MG, Sim. FERNANDO DE MORAES FAQUIM, COLEGIO ... COLEGUIUM - UNIDADE JARDIM CANADA, P, NOVA LIMA, MG, Sim. SARA KATHRYN ... | Últimas avaliações sobre a empresa Coleguium — Nova Lima, MG ... Não há muito espaço para inovação, e atualização de métodos. Professores atuam como aplicadores de material didático; pouco espaço para ..."
33188823;COLEGIO ESPACO VERDE;Volta Redonda;Colégio Espaço Verde: do Berçário ao Ensino Médio | Volta ... — Aplicando as experiências do trabalho desenvolvido desde o Berçário e Creche até a Educação Infantil, o Colégio Espaço Verde traz para Volta Redonda o ... | Sentir para aprender - Colégio Espaço Verde — Aprender para sentir – Sentir para aprender – Colégio Espaço Verde – Volta Redonda-RJ ... Junte-se ao sistema de ensino que transforma e ...
43216684;COLEGIO JOAO PAULO;Porto Alegre;"Documentos - JPSul - Colégio João Paulo I — Ensino Médio. (51) 98116-8312. Localização. Tv. Pedra Redonda, 400 – Ipanema, Porto Alegre – RS, 91760-630. Copyright © 2026 JPSul - Colégio João Paulo I. | Matriculas abertas!🦁🐾 O Colégio Anglo Porto Alegre é um ... — ... Material didático físico e digital com plataforma Plurall • Cursinho ... sistema de ensino do país e a marca de quem mais aprova nos ... | Colégio João Paulo I on Instagram: "" Um novo capítulo se ... — ... Colégio João Paulo I? O futuro está aqui, pronto para ser vivido ... A tradicional EEM João Paulo II agora será na Rua Porto Alegre, no ..."
33140502;COLEGIO ATUACAO BILINGUE;Niterói;[SEM RESULTADO ORGÂNICO]
50034197;COLEGIO MASTER LTDA;Campo Grande;Top 3 no Brasil no Enem 🏆 1º lugar em Campo Grande e ... — ... Campo Grande e no Mato Grosso do Sul O colégio que mais aprova no ... SISTEMA DE ENSINO anglo LEÃO DE OURO 2019 • 2020 • 2021 • 2022 ... | Enem 2025: conheça as 15 escolas com as maiores notas ... — Colégio Classe A - 718,05 - Campo Grande (Mato Grosso do Sul) - Particular - Sem informação ... Colégio Master Ltda - 662,64 - Campo Grande ... | PREMIAÇÃO QUIMENINAS 2025- SÉRIE 2° ANO — COLEGIO INTENSIVO SISTEMA DE ENSINO LTDA. AL. Maceió. Certficado LAYLA MICHELE ... COLEGIO MASTER LTDA. MS. Campo Grande. Certficado Daniella Branchini Lopes ...
42000238;COLEGIO BOM JESUS CORACAO DE JESUS;Florianópolis;Colégio Bom Jesus Coração De Jesus — 4.0 Muito bom. Ótima estrutura. Material didático de alta qualidade. Fique ... Santo Antnio de Lisboa - Florianópolis - SC. Bolsas a partir de: R$ 603,55. | Colégio Bom Jesus Coração De Jesus | Bolsas de Estudo ... — Garanta sua bolsa de estudos em Colégio Bom Jesus Coração De Jesus, Florianópolis - SC ... 4.0 Muito bom. Ótima estrutura. Material didático de alta qualidade. | Ensino — ... Florianópolis. Aline Leite de Moraes Pilotto. 2º ano - Ensino Médio. 13. 22 ... SISTEMA DE ENSINO. 35159013 SP. Rio Claro. ANA CLARA ALVES DE OLIVEIRA. 3º ano ...
35126718;ESCOLA NOVA LOURENCO UNIDADE IV;São Paulo;Escolas no município de São Paulo - SP — 08370-190 São Paulo - SP. (11) 27312119, Privada, Ensino Fundamental. ESCOLA NOVA LOURENCO UNIDADE IV, FIANDEIRAS, 77 RUA. VILA OLIMPIA. 04545-000 São Paulo - ...
33032858;COLEGIO ARCOVERDE - UNIDADE MACEDO SOARES;Volta Redonda;"Colégio Arcoverde Unidade Macedo Soares ... — ... Sistema de Ensino Bernoulli ‍♂️ Programa Bilíngue Cambridge Press Volta Redonda – RJ. ... 80 anos de histórias ... | Mariana Coura Ribeiro - COLÉGIO ARCOVERDE — Diretora Escolar | COLÉGIO ARCOVERDE - UNIDADE MACEDO SOARES. Colégio Arcoverde UGB - Centro Universitário Di Biase. Volta Redonda, Rio de Janeiro, Brasil. 484 ... | 20+ ""Mariana Coura"" profiles — Diretora Escolar | COLÉGIO ARCOVERDE - UNIDADE MACEDO SOARES. Volta Redonda, RJ. Colégio Arcoverde, +3 more. UGB - Centro Universitário Di Biase, +2 more ..."
